,Name,Ingredients,Instructions,Image
399,Creamy Coconut Margarita,"['Sweetened shredded coconut, for the rim', '2 ounces tequila blanco', '½ ounce triple sec (or Cointreau)', '½ ounce fresh lime juice', '1 ounce cream of coconut (not coconut cream)', 'Ice, for serving (try clear ice)']","['1. Toast the coconut. Remove it from the heat and place it in a single layer on a plate.\xa0', '2. Add a bit of extra cream of coconut to a separate plate and dip the edge of the rim of the glass into it. Then dip the rim into the plate of toasted coconut.', '3. Place the tequila, triple sec, lime juice, and cream of coconut in a cocktail shaker and add one handful ice. Shake until cold. Strain the margarita into the glass with the coconut rim. Fill the glass with ice and serve.', '4. For a pitcher: add 2 cups tequila, ½ cup triple sec, ½ cup lime juice, and 1 cup cream of coconut to a pitcher. Add 3 handfuls ice and stir.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Coconut-Margarita-051.jpg
400,Hibiscus Margarita,"['1 ½ ounces* tequila blanco', '½ ounce Triple Sec (or Cointreau)', '1 ounce lime juice', '1 ounce hibiscus syrup', 'Kosher salt or pink sea salt, for the rim', 'Ice, for serving (try clear ice)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Single drink: Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.', '3. Pitcher (8 servings): Place 1 ½ cups tequila, ½ cup Triple Sec or Cointreau, 1 cup lime juice, and 1 cup hibiscus syrup in a pitcher. Add 3 handfuls ice and stir until cold.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Hibrscus-Margarita-001.jpg
401,Cucumber Margarita,"['6 slices cucumber, cut 1/8″ thick, plus more for garnish', '2 ounces* tequila', '1 ounce triple sec (or Cointreau)', '1 ounce lime juice', 'Ice, for serving (try clear ice)']","['1. Rub the rim of a lowball glass with a cucumber slice. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Add the cucumber slices to a cocktail shaker and muddle them (gently mash) to release the juice.', '3. Add the tequila, triple sec and lime juice and fill the shaker with 4 ice cubes. Shake for 15 seconds until cold.', '4. Strain into the prepared glass, and fill it with ice. Garnish with cucumber slices.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Cucumber-Margarita-005.jpg
402,Orange Margarita,"['1 ½ ounces* tequila blanco or reposado', '1 ½ ounces fresh squeezed orange juice', '1 ounce triple sec (or Cointreau)', '1 ounce fresh lime juice', 'Kosher salt or flaky sea salt, for the rim (optional)', 'Ice, for serving (try clear ice)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Single drink: Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.', '3. Pitcher: Place 1 ½ cups tequila, 1 ½ cups orange juice, 1 cup triple sec, and 1 cup lime juice in a pitcher. Add 3 handfuls ice and stir until cold.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Orange-Margarita-009.jpg
403,Apple Cider Sangria,"['1 apple', '1 pear', '1/2 orange', '2 tablespoons sugar', '½ teaspoon cinnamon', '1 750 ml bottle dry red wine, such as Rioja', '1 750 ml bottle sparkling cider or apple cider', 'Optional garnishes: Cinnamon stick, rosemary sprig, remaining orange slices']","['1. Thinly slice the apple, pear, and orange. Place them into a medium bowl and stir in the sugar and cinnamon.\xa0Transfer to a large pitcher. Allow to stand for 20 minutes to allow the flavors to meld.', '2. Pour in the red wine. Stir and refrigerate for 1 hour, or as long as 4 hours. (Don’t go beyond 4 hours or the fruit texture starts to degrade.)', '3. To serve, fill a glass with ice. Fill halfway with sparkling apple cider or apple cider, then halfway with red wine mixture (or you can pour them both together in a pitcher). Garnish with cinnamon stick, rosemary or orange slices. When you’ve polished off the sangria, you can snack on the sweetened fruit.']",https://www.acouplecooks.com/wp-content/uploads/2019/10/Fall-Sangria-Recipe-015-800x1000.jpg
404,Best Simple Margarita (Classic Recipe!),"['1 ½ ounces (3 tablespoons) tequila blanco or reposado*', '1 ounce (2 tablespoons) Cointreau (or Triple Sec)', '¾ ounce (1 ½ tablespoons) fresh lime juice', 'Kosher salt or flaky sea salt, for the rim', 'For the garnish: Lime wedge']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.', '4. Pitcher (8 servings): Place 1 ½ cups tequila, 1 cup Cointreau or Triple Sec, and ¾ cup lime juice in a pitcher. Add 3 handfuls ice and stir until cold.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/Margarita-025.jpg
405,Gin and Soda,"['2 ounces* gin', '6 ounces soda water', '1 squeeze lime wedge, plus more for garnish', 'Ice, for serving (try clear ice!)']","['1. Add the gin, and ice to the glass and stir gently. Top with the soda water and a squeeze of lime juice. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Gin-and-Soda-002.jpg
406,Bourbon Smash,"['2 ounces (4 tablespoons) bourbon', '1/4 lemon, sliced into 2 wedges', '5 large mint leaves', '1 ounce (2 tablespoons) maple syrup or simple syrup', 'Soda water, for serving', 'Crushed ice, for serving']","['1. Place the lemon wedges and mint leaves in a cocktail shaker. Muddle 4 to 5 times to extract flavor. (Here’s more on\xa0How to Muddle Mint.)', '2. Add the bourbon and maple syrup and fill the shaker with ice. If desired, add a splash of soda water. Shake until cold and strain into a glass. Serve with crushed ice.']",https://www.acouplecooks.com/wp-content/uploads/2019/08/Whiskey-Smash-001_1-800x1000.jpg
407,Best Alabama Slammer,"['1 ounce (2 tablespoons) amaretto', '1 ounce (2 tablespoons) bourbon (or Southern Comfort)', '1 ounce (2 tablespoons) sloe gin*', '3 ounces (6 tablespoons) orange juice', 'Ice, for serving (try clear ice!)', 'Garnish: orange wedge and cocktail cherry']","['1. Add the amaretto, bourbon or Southern Comfort, sloe gin, and orange juice to a cocktail shaker. Fill it with ice and shake it until cold.', '2. Fill a highball glass with ice, and strain the drink into the glass. If desired, garnish with an orange wedge.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Alabama-Slammer-002.jpg
408,Fresh Strawberry Mojito,"['6 mint leaves, plus additional for garnish', '3 ripe strawberries, plus more for garnish', '2 ounces* white rum', '1 ounce lime juice', '1 ounce simple syrup or maple syrup', '4 ounces soda water']","['1. Slice the 3 strawberries in half. In a cocktail shaker, muddle the mint leaves. Add the strawberries and muddle again. Add the rum, lime juice and simple syrup and fill the cocktail shaker with ice. Shake until cold.', '2. Place ice into a glass, and strain in the liquid. Top off the glass with soda water. Garnish with additional mint leaves and sliced strawberries.', '3. Pitcher variation: Muddle 1 pint strawberries (24 berries). Then add to this Mojito Pitcher recipe, and garnish with additional sliced strawberries.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Strawberry-Mojito-008.jpg
409,Martinez Cocktail,"['2 ounces (4 tablespoons) gin', '1 ounce (2 tablespoons) sweet vermouth', '½ ounce (1 tablespoon) Maraschino liqueur', '3 dashes Angostura bitters', 'For the garnish: orange peel']","['1. Combine the gin, sweet vermouth, Maraschino liqueur, and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain the drink into a cocktail glass.', '3. Use a knife to remove a strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass. If desired, twist it, then place it in the glass and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Martinez-Cocktail-022.jpg
410,Vodka Sidecar,"['2 ounces (4 tablespoons) vodka', '1 ounce (2 tablespoons) Cointreau or Triple Sec', '1 ounce (2 tablespoons) lemon juice', 'For the garnish: Lemon twist or slice', 'Superfine sugar rim, optional']","['1. Cut a notch in a lemon wedge, then run the lemon around the rim of a cocktail glass. Dip the edge of the rim into a plate of superfine sugar.', '2. Place the vodka, Cointreau, and lemon juice in a cocktail shaker with a handful of ice and shake until cold.', '3. Strain the drink into the prepared glass. Garnish with a lemon twist or slice.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Vodka-Sidecar-008.jpg
411,Bourbon Sazerac,"['3–4 dashes Peychaud’s bitters', '1 sugar cube', '1 teaspoon absinthe', '2 ounces (4 tablespoons) bourbon whiskey', 'Lemon twist']","['1. In a mixing glass, add the sugar cube and coat it with the bitters. Muddle the sugar cube with a cocktail muddler or wooden spoon until mostly dissolved. Add the bourbon whiskey and absinthe and fill the mixing glass with a handful of ice.', '2. Stir until cold. Strain the drink into a chilled low ball glass.', '3. Use a knife to remove a 1″ wide strip of the lemon peel. Squeeze the lemon peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Sazerac-Bourbon-002.jpg
412,Maple Old Fashioned,"['2 ounces (¼ cup) bourbon whiskey', '1 teaspoon maple syrup', '4 dashes Angostura bitters', 'Orange peel for garnish', 'Cocktail cherry for garnish (optional)', 'Ice, for serving (try clear ice!)']","['1. In a lowball glass, stir the bourbon, maple syrup, and bitters. Add a large ice cube.', '2. Use a knife to remove a 1″ wide strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Maple-Old-Fashioned-003.jpg
413,25 Great Thanksgiving Cocktails,"['1 ½ ounces* tequila reposado or blanco', '2 ounces\xa0apple cider', '¾ ounce\xa0Triple Sec or\xa0Cointreau', '¾ ounce\xa0fresh lime juice', 'Cinnamon and sugar, for the rim', 'Ice, for serving (try\xa0clear ice!)', 'Star anise and cinnamon stick, for garnish (optional)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of cinnamon and sugar.', '2. Single drink:\xa0Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the sugar rim. Fill the glass with ice and serve.', '3. Pitcher (8 servings):\xa0Place 1 ½ cups tequila, 2 cups apple cider, ¾ cup Triple Sec or Cointreau, and ¾ cup lime juice in a pitcher. Add 3 handfuls ice and stir until cold. Prepare the glasses separately, then add 2/3 cup to each glass and garnish with ice.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Apple-Cider-Margarita-060.jpg
414,Vodka and Ginger Ale,"['2 ounces (¼ cup) vodka', '4 ounces (½ cup) ginger ale', '1 lime wedge', 'Ice, for serving (try clear ice)']","['1. Add the vodka and ice to a glass and stir to combine.', '2. Top with the ginger ale. Squeeze in the juice from the lime wedge and serve. Garnish with additional lime wedges or wheels.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Vodka-and-Ginger-Ale-007.jpg
415,Mezcal Negroni,"['1 ounce (2 tablespoons) mezcal', '1 ounce (2 tablespoons) sweet or semi-sweet red vermouth', '1 ounce (2 tablespoons) Campari', 'Ice, for serving (try clear ice!)', 'For the garnish: Orange peel']","['1. Combine the mezcal, sweet vermouth, and Campari in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Add ice to a lowball or Old Fashioned glass, and strain the drink into the glass (or you can use a cocktail glass without ice).', '3. Use a knife to remove a 1″ wide strip of the orange peel. Squeeze the orange peel into the drink to release the oils. Gently run the peel around the edge of the glass, then place it in the glass and serve.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Mezcal-Negroni-003.jpg
416,Mini Beer Shot,"['1 ½ ounces Licor 43', '½ ounce heavy cream']","['1. Stir the Licor 43 in mixing glass with handful of ice (or chill it in advance). Strain it into a shot glass, small glass, or mini beer glasses.', '2. Pour the heavy cream over the back of a spoon to float it on top of the Licor 43. Serve immediately.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Mini-Beer-Shot-008.jpg
417,Mexican Martini (Tequila Martini),"['1 ½ ounces (3 tablespoons) tequila blanco or reposado*', '1 ounce (2 tablespoons) Cointreau', '¾ ounce (1 ½ tablespoons) fresh lime juice', '¼ ounce dry white vermouth', 'Kosher salt, for the rim', 'For the garnish: Lime wedge and olive']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a martini glass. Dip the edge of the rim into a plate of kosher salt.', '2. Add the tequila, Cointreau, lime juice and dry vermouth to a cocktail shaker. Fill it with ice and shake it until cold.', '3. Strain into the prepared glass. Garnish with a lime wedge and olive.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Mexican-Martini-003.jpg
418,Cosmopolitan Cocktail,"['1 ounce (2 tablespoons) vodka or citron vodka*', '1 ounce (2 tablespoons) 100% cranberry juice (do not use sweetened!)', '½ ounce (1 tablespoon) Cointreau', '½ ounce (1 tablespoon) lemon juice', '1 lime wedge', '1 teaspoon simple syrup\xa0or maple syrup**', 'For the garnish: lime wheel (optional)']","['1. Place the vodka, cranberry juice, Cointreau, lemon juice, and syrup in a cocktail shaker with ice. Shake 15 seconds until cold. Strain the liquid into a martini glass.', '2. Squeeze with the lime wedge and serve, garnished with a lime wheel if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2019/12/Cosmopolitan-Cocktail-003.jpg
419,Patron Margarita,"['2 ounces* Patrón Silver tequila**', '1 ounce Cointreau (or Triple Sec)', '¾ ounce fresh lime juice', 'Kosher salt or flaky sea salt, for the rim', 'Ice, for serving (try clear ice)', 'For the garnish: Lime wedges']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, useMargarita Salt).', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve. Garnish with lime wedges if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Patron-Margarita-003.jpg
